Dataset {
  Sequence {
    String PC_Date (ddmmyy);
    String PC_time (hhmmss);
    Float32 latitude;
    Float32 longitude;
    Float32 calibrated_ATM_xCO2_dry;
    Float32 calibrated_SW_xCO2_dry;
    Float32 ATM_pCO2_wet;
    Float32 SW_pCO2_wet_equil_T;
    Float32 SW_pCO2_wet_SST;
    Float32 SW_fCO2_wet;
  } s;
} s;
---------------------------------------------
s.PC_Date, s.PC_time, s.latitude, s.longitude, s.calibrated_ATM_xCO2_dry, s.calibrated_SW_xCO2_dry, s.ATM_pCO2_wet, s.SW_pCO2_wet_equil_T, s.SW_pCO2_wet_SST, s.SW_fCO2_wet
"20618", "153032", 50.7358, -126.9797, NaN, 607.85, NaN, 613.95, 602.9, 600.55
"20618", "153254", 50.7428, -126.9926, NaN, 614.0, NaN, 620.21, 605.45, 603.07
"70618", "234948", 50.743, -126.9976, NaN, 459.35, NaN, 458.27, 451.43, 449.7
"70618", "235149", 50.7372, -126.987, NaN, 475.06, NaN, 473.97, 465.45, 463.67
"70618", "235350", 50.7315, -126.9765, NaN, 500.96, NaN, 499.82, 490.96, 489.07
"70618", "235550", 50.7259, -126.9658, NaN, 530.27, NaN, 529.06, 521.14, 519.14
"70618", "235751", 50.7203, -126.9551, NaN, 544.81, NaN, 543.53, 532.15, 530.11
"70618", "235952", 50.7147, -126.9443, NaN, 560.56, NaN, 559.14, 547.41, 545.3
"80618", "152", 50.7091, -126.9335, NaN, 622.07, NaN, 620.67, 607.7, 605.35
"80618", "414", 50.7025, -126.9207, NaN, 683.0, NaN, 681.44, 666.42, 663.84
"80618", "615", 50.697, -126.9099, NaN, 727.71, NaN, 726.04, 710.71, 707.95
"80618", "816", 50.6914, -126.8994, NaN, 762.97, NaN, 761.3, 746.48, 743.59
"80618", "1016", 50.6855, -126.8891, NaN, 781.08, NaN, 779.47, 763.43, 760.47
"80618", "1217", 50.6806, -126.8777, NaN, 795.78, NaN, 794.08, 778.98, 775.96
"80618", "1418", 50.676, -126.8656, NaN, 805.94, NaN, 804.14, 789.26, 786.2
"80618", "1619", 50.6713, -126.8537, NaN, 802.53, NaN, 801.0, 785.97, 782.92
"80618", "1819", 50.6662, -126.842, NaN, 796.19, NaN, 794.48, 780.33, 777.31
"80618", "2020", 50.6604, -126.8314, NaN, 792.74, NaN, 790.96, 775.58, 772.58
"80618", "2221", 50.6541, -126.8217, NaN, 785.71, NaN, 784.02, 765.84, 762.87
"80618", "2422", 50.6478, -126.8119, NaN, 803.29, NaN, 801.54, 784.62, 781.57
"80618", "2622", 50.6415, -126.8023, NaN, 819.56, NaN, 817.83, 805.06, 801.94
"80618", "2814", 50.6361, -126.793, 406.14, NaN, 405.3, NaN, NaN, NaN
"80618", "2936", 50.6321, -126.7862, 404.75, NaN, 403.86, NaN, NaN, NaN
"80618", "3057", 50.6282, -126.7792, 405.1, NaN, 404.2, NaN, NaN, NaN
"80618", "3720", 50.6103, -126.7485, NaN, 805.33, NaN, 803.62, 788.29, 785.24
"80618", "3920", 50.6048, -126.7391, NaN, 812.49, NaN, 810.8, 794.56, 791.48
"80618", "4120", 50.5989, -126.7288, NaN, 816.44, NaN, 814.68, 799.16, 796.07
"80618", "4321", 50.593, -126.7182, NaN, 809.11, NaN, 807.44, 790.57, 787.51
"80618", "4522", 50.5873, -126.7074, NaN, 813.67, NaN, 812.06, 797.18, 794.09
"80618", "4723", 50.5815, -126.6975, NaN, 815.72, NaN, 813.55, 799.33, 796.24
"80618", "4944", 50.572, -126.6919, NaN, 799.35, NaN, 797.73, 784.38, 781.35
"80618", "5145", 50.5639, -126.6868, NaN, 779.73, NaN, 777.8, 763.83, 760.89
"80618", "5346", 50.5553, -126.6868, NaN, 760.93, NaN, 758.87, 743.57, 740.71
"80618", "5547", 50.5463, -126.6894, NaN, 750.33, NaN, 748.31, 735.86, 733.03
"80618", "5747", 50.5388, -126.6862, NaN, 734.98, NaN, 733.74, 720.14, 717.36
"80618", "5948", 50.5346, -126.675, NaN, 739.16, NaN, 737.72, 724.23, 721.44
"80618", "10149", 50.5303, -126.6635, NaN, 748.07, NaN, 746.55, 733.2, 730.38
"80618", "10350", 50.5264, -126.6515, NaN, 747.59, NaN, 746.36, 734.8, 731.97
"80618", "10550", 50.5228, -126.6392, NaN, 733.52, NaN, 732.34, 717.53, 714.77
"80618", "10751", 50.519, -126.6268, NaN, 719.9, NaN, 718.65, 706.03, 703.31
"80618", "10952", 50.5152, -126.6147, NaN, 741.92, NaN, 740.77, 726.29, 723.49
"80618", "11152", 50.5114, -126.6024, NaN, 725.73, NaN, 724.64, 712.17, 709.43
"80618", "11353", 50.5077, -126.5903, NaN, 742.9, NaN, 741.78, 728.65, 725.85
"80618", "11554", 50.504, -126.5782, NaN, 737.64, NaN, 736.52, 722.79, 720.0
"80618", "11755", 50.5028, -126.5649, NaN, 731.3, NaN, 730.15, 716.11, 713.35
"80618", "11955", 50.502, -126.551, NaN, 736.66, NaN, 735.45, 721.13, 718.35
"80618", "12156", 50.5009, -126.5372, NaN, 747.74, NaN, 746.38, 731.83, 729.01
"90618", "141621", 50.5, -126.4768, NaN, 770.28, NaN, 769.99, 756.27, 753.36
"90618", "141821", 50.501, -126.4913, NaN, 734.95, NaN, 734.69, 719.95, 717.17
"90618", "142021", 50.5019, -126.5061, NaN, 722.41, NaN, 722.18, 706.95, 704.22
"90618", "142243", 50.5032, -126.5233, NaN, 744.97, NaN, 744.7, 732.04, 729.21
"90618", "142444", 50.5049, -126.5376, NaN, 733.96, NaN, 733.69, 718.71, 715.94
"90618", "142645", 50.5067, -126.552, NaN, 722.98, NaN, 722.71, 707.39, 704.66
"90618", "142845", 50.5086, -126.5669, NaN, 741.25, NaN, 741.02, 725.87, 723.07
"90618", "143046", 50.5105, -126.5814, NaN, 749.14, NaN, 748.94, 733.25, 730.42
"90618", "143247", 50.5125, -126.5959, NaN, 760.29, NaN, 760.05, 745.24, 742.36
"90618", "143447", 50.5145, -126.6103, NaN, 770.42, NaN, 770.2, 754.85, 751.93
"90618", "143648", 50.5183, -126.6237, NaN, 776.32, NaN, 776.12, 760.54, 757.6
"90618", "143849", 50.5224, -126.6371, NaN, 781.66, NaN, 781.43, 765.84, 762.88
"90618", "144050", 50.5265, -126.6503, NaN, 778.04, NaN, 777.79, 762.42, 759.48
"90618", "144250", 50.5304, -126.6634, NaN, 779.77, NaN, 779.58, 765.16, 762.21
"90618", "144451", 50.5345, -126.6767, NaN, 770.12, NaN, 769.93, 755.63, 752.71
"90618", "144652", 50.5405, -126.6868, NaN, 758.43, NaN, 758.11, 744.88, 742.01
"90618", "144852", 50.5495, -126.686, NaN, 751.18, NaN, 750.83, 733.83, 730.99
"90618", "145053", 50.5592, -126.6847, NaN, 756.95, NaN, 756.73, 739.49, 736.62
"90618", "145254", 50.568, -126.6881, NaN, 753.08, NaN, 752.91, 739.39, 736.53
"90618", "145455", 50.577, -126.6928, NaN, 764.42, NaN, 764.18, 749.17, 746.27
"90618", "145655", 50.5846, -126.7007, NaN, 777.85, NaN, 777.67, 761.46, 758.51
"90618", "145856", 50.5908, -126.7116, NaN, 780.39, NaN, 780.12, 760.89, 757.94
"90618", "150057", 50.5967, -126.7231, NaN, 776.81, NaN, 776.55, 762.02, 759.06
"90618", "150257", 50.6026, -126.735, NaN, 787.69, NaN, 787.45, 771.88, 768.89
"90618", "150458", 50.6084, -126.7466, NaN, 792.7, NaN, 792.49, 775.03, 772.02
"90618", "150720", 50.6153, -126.7602, NaN, 801.98, NaN, 801.73, 785.51, 782.46
"90618", "150921", 50.6214, -126.7714, NaN, 812.39, NaN, 812.18, 795.01, 791.92
"90618", "151121", 50.6265, -126.7832, NaN, 818.57, NaN, 818.36, 801.88, 798.76
"90618", "151322", 50.6303, -126.7949, NaN, 823.16, NaN, 822.99, 806.12, 802.99
"90618", "151522", 50.6368, -126.8044, NaN, 822.07, NaN, 821.94, 807.56, 804.43
"90618", "151723", 50.6427, -126.8151, NaN, 813.48, NaN, 813.32, 795.12, 792.03
"90618", "151924", 50.6485, -126.8262, NaN, 766.65, NaN, 766.44, 746.49, 743.58
"90618", "152124", 50.6545, -126.8376, NaN, 750.07, NaN, 749.8, 736.87, 734.01
"90618", "152325", 50.6604, -126.849, NaN, 749.93, NaN, 749.74, 732.01, 729.17
"90618", "152526", 50.6666, -126.8605, NaN, 738.77, NaN, 738.59, 728.56, 725.73
"90618", "152727", 50.6726, -126.8718, NaN, 733.93, NaN, 733.74, 718.44, 715.66
"90618", "152927", 50.6786, -126.8828, NaN, 689.5, NaN, 689.3, 681.32, 678.69
"90618", "153128", 50.6846, -126.8941, NaN, 659.22, NaN, 659.01, 637.61, 635.14
"90618", "153329", 50.6908, -126.9053, NaN, 643.48, NaN, 643.31, 630.95, 628.5
"90618", "153529", 50.6968, -126.9166, NaN, 674.66, NaN, 674.47, 664.57, 662.01
"90618", "153730", 50.7029, -126.9278, NaN, 658.11, NaN, 657.93, 647.16, 644.67
"90618", "153931", 50.7089, -126.9391, NaN, 628.61, NaN, 628.47, 618.04, 615.66
"90618", "154132", 50.7149, -126.9505, NaN, 608.86, NaN, 608.69, 597.77, 595.47
"90618", "154332", 50.7208, -126.9619, NaN, 586.34, NaN, 586.17, 572.06, 569.85
"90618", "154533", 50.7268, -126.9729, NaN, 607.59, NaN, 607.42, 596.4, 594.09
"90618", "154734", 50.733, -126.9841, NaN, 653.98, NaN, 653.78, 640.78, 638.3
"90618", "154935", 50.7392, -126.9953, NaN, 639.02, NaN, 638.82, 626.23, 623.81
"210618", "234344", 50.7377, -126.9906, NaN, 610.88, NaN, 613.93, 602.72, 600.4
"210618", "234544", 50.732, -126.9797, NaN, 579.3, NaN, 582.18, 572.62, 570.43
"210618", "234745", 50.7264, -126.9685, NaN, 573.03, NaN, 575.84, 561.81, 559.66
"210618", "234946", 50.7208, -126.9573, NaN, 584.97, NaN, 587.84, 580.2, 577.97
"210618", "235146", 50.7153, -126.9459, NaN, 591.88, NaN, 594.76, 585.76, 583.52
"210618", "235347", 50.7096, -126.9344, NaN, 577.58, NaN, 580.42, 570.19, 568.01
"210618", "235548", 50.7041, -126.9227, NaN, 557.91, NaN, 560.63, 551.61, 549.5
"210618", "235749", 50.6985, -126.9112, NaN, 546.96, NaN, 549.65, 538.65, 536.59
"210618", "235949", 50.693, -126.8996, NaN, 491.28, NaN, 493.67, 484.22, 482.37
"220618", "211", 50.6863, -126.8859, NaN, 448.77, NaN, 450.89, 443.52, 441.82
"220618", "411", 50.6804, -126.8743, NaN, 428.49, NaN, 430.56, 423.97, 422.35
"220618", "612", 50.6742, -126.863, NaN, 405.52, NaN, 407.47, 400.45, 398.93
"220618", "813", 50.6679, -126.8517, NaN, 391.47, NaN, 393.36, 386.41, 384.94
"220618", "1014", 50.6615, -126.8406, NaN, 379.74, NaN, 381.63, 375.14, 373.71
"220618", "1214", 50.6551, -126.8296, NaN, 374.53, NaN, 376.4, 368.25, 366.85
"220618", "1415", 50.6486, -126.8186, NaN, 387.37, NaN, 389.31, 380.99, 379.54
"220618", "1616", 50.6425, -126.8073, NaN, 421.33, NaN, 423.46, 414.98, 413.4
"220618", "1817", 50.6363, -126.7961, NaN, 458.59, NaN, 460.92, 444.69, 442.98
"220618", "2016", 50.6308, -126.7848, NaN, 577.78, NaN, 580.71, 574.91, 572.7
"220618", "2217", 50.625, -126.7733, NaN, 629.24, NaN, 632.41, 612.86, 610.48
"220618", "2418", 50.619, -126.7633, NaN, 699.97, NaN, 703.49, 686.27, 683.6
"220618", "2618", 50.6132, -126.7537, NaN, 778.29, NaN, 782.2, 762.29, 759.33
"220618", "2819", 50.6073, -126.7442, NaN, 816.43, NaN, 820.58, 802.46, 799.34
"220618", "3020", 50.6015, -126.7345, NaN, 836.8, NaN, 841.06, 821.75, 818.56
"220618", "3221", 50.5959, -126.7241, NaN, 846.95, NaN, 851.25, 834.54, 831.3
"220618", "3421", 50.5903, -126.7137, NaN, 853.86, NaN, 858.19, 840.15, 836.88
"220618", "3622", 50.585, -126.7029, NaN, 854.62, NaN, 858.93, 841.03, 837.76
"220618", "3823", 50.5783, -126.6952, NaN, 856.33, NaN, 860.63, 842.28, 839.0
"220618", "4023", 50.5704, -126.6912, NaN, 851.09, NaN, 855.34, 836.62, 833.36
"220618", "4224", 50.5621, -126.687, NaN, 853.04, NaN, 857.36, 840.03, 836.76
"220618", "4425", 50.5535, -126.6878, NaN, 854.23, NaN, 857.73, 842.11, 838.85
"220618", "4647", 50.5433, -126.6898, NaN, 830.81, NaN, 834.36, 821.66, 818.49
"220618", "4848", 50.5348, -126.6867, NaN, 804.1, NaN, 808.12, 798.69, 795.62
"220618", "5048", 50.53, -126.6756, NaN, 762.93, NaN, 766.83, 749.14, 746.26
"220618", "5249", 50.5259, -126.6633, NaN, 729.47, NaN, 733.17, 718.96, 716.18
"220618", "5450", 50.5216, -126.651, NaN, 723.69, NaN, 727.38, 714.56, 711.8
"220618", "5651", 50.5181, -126.6381, NaN, 726.17, NaN, 729.84, 714.03, 711.28
"220618", "5851", 50.5147, -126.6253, NaN, 715.07, NaN, 718.66, 703.81, 701.09
"220618", "10052", 50.5111, -126.6122, NaN, 765.88, NaN, 769.81, 754.63, 751.72
"220618", "10253", 50.5077, -126.5991, NaN, 750.35, NaN, 754.17, 742.09, 739.23
"220618", "10453", 50.5045, -126.586, NaN, 723.09, NaN, 726.83, 712.92, 710.18
"220618", "10654", 50.5035, -126.572, NaN, 705.6, NaN, 709.26, 696.0, 693.33
"220618", "10855", 50.5026, -126.558, NaN, 699.8, NaN, 703.44, 688.56, 685.92
"220618", "11056", 50.5017, -126.5444, NaN, 721.92, NaN, 725.65, 712.37, 709.64
"220618", "11256", 50.5008, -126.531, NaN, 731.75, NaN, 735.52, 721.62, 718.85
"220618", "11457", 50.5001, -126.5175, NaN, 730.91, NaN, 734.63, 718.35, 715.59
"230618", "133230", 50.5007, -126.4995, NaN, 756.1, NaN, 762.19, 751.16, 748.25
"230618", "133431", 50.5016, -126.5154, NaN, 753.16, NaN, 759.08, 749.0, 746.1
"230618", "133631", 50.5027, -126.5316, NaN, 755.41, NaN, 761.47, 750.37, 747.46
"230618", "133832", 50.5036, -126.5478, NaN, 761.77, NaN, 767.77, 757.13, 754.2
"230618", "134033", 50.5047, -126.564, NaN, 767.27, NaN, 773.39, 762.23, 759.28
"230618", "134234", 50.5057, -126.5799, NaN, 766.56, NaN, 772.68, 761.65, 758.7
"230618", "134434", 50.5097, -126.5946, NaN, 751.61, NaN, 757.64, 746.88, 743.99
"230618", "134656", 50.515, -126.6116, NaN, 732.2, NaN, 738.09, 727.38, 724.56
"230618", "134857", 50.5195, -126.626, NaN, 740.46, NaN, 746.4, 735.65, 732.79
"230618", "135058", 50.524, -126.6401, NaN, 753.2, NaN, 759.19, 748.34, 745.45
"230618", "135259", 50.5285, -126.6543, NaN, 740.55, NaN, 746.44, 737.13, 734.28
"230618", "135459", 50.533, -126.6686, NaN, 719.31, NaN, 725.12, 713.53, 710.77
"230618", "135700", 50.5387, -126.6815, NaN, 715.66, NaN, 721.53, 711.7, 708.94
"230618", "135900", 50.5479, -126.6862, NaN, 719.48, NaN, 725.22, 712.81, 710.05
"230618", "140101", 50.5582, -126.6845, NaN, 702.22, NaN, 708.11, 696.89, 694.18
"230618", "140302", 50.5685, -126.6877, NaN, 710.15, NaN, 716.0, 704.81, 702.07
"230618", "140503", 50.5782, -126.694, NaN, 734.75, NaN, 740.77, 729.52, 726.67
"230618", "140703", 50.5857, -126.7054, NaN, 777.44, NaN, 783.79, 771.08, 768.07
"230618", "140904", 50.5926, -126.7175, NaN, 797.57, NaN, 804.18, 792.11, 789.01
"230618", "141056", 50.5988, -126.7288, 411.45, NaN, 414.82, NaN, NaN, NaN
"230618", "141217", 50.6029, -126.7371, 412.72, NaN, 416.12, NaN, NaN, NaN
"230618", "141339", 50.607, -126.7451, 413.29, NaN, 416.74, NaN, NaN, NaN
"230618", "142002", 50.6253, -126.7795, NaN, 823.54, NaN, 830.36, 816.2, 813.01
"230618", "142202", 50.6313, -126.7889, NaN, 828.8, NaN, 835.67, 824.11, 820.9
"230618", "142402", 50.6375, -126.7987, NaN, 818.68, NaN, 825.37, 814.64, 811.47
"230618", "142603", 50.6429, -126.8092, NaN, 800.18, NaN, 806.62, 800.61, 797.52
"230618", "142804", 50.6479, -126.82, NaN, 652.96, NaN, 658.33, 646.65, 644.15
"230618", "143004", 50.6535, -126.8308, NaN, 568.56, NaN, 573.18, 565.72, 563.53
"230618", "143226", 50.6603, -126.8439, NaN, 540.65, NaN, 545.03, 539.8, 537.72
"230618", "143427", 50.6661, -126.8552, NaN, 502.2, NaN, 506.22, 499.51, 497.59
"230618", "143628", 50.672, -126.8662, NaN, 477.23, NaN, 481.11, 475.09, 473.26
"230618", "143829", 50.6778, -126.8767, NaN, 464.88, NaN, 468.71, 462.09, 460.32
"230618", "144029", 50.6837, -126.8874, NaN, 455.35, NaN, 459.13, 452.49, 450.75
"230618", "144230", 50.6897, -126.8983, NaN, 456.54, NaN, 460.3, 455.6, 453.85
"230618", "144431", 50.6956, -126.909, NaN, 477.82, NaN, 481.76, 474.47, 472.64
"230618", "144632", 50.7017, -126.9194, NaN, 482.89, NaN, 486.86, 483.05, 481.19
"230618", "144832", 50.7062, -126.9311, NaN, 495.44, NaN, 499.57, 493.28, 491.38
"230618", "145033", 50.7107, -126.9435, NaN, 482.85, NaN, 486.87, 478.9, 477.06
"230618", "145234", 50.7161, -126.955, NaN, 488.84, NaN, 492.82, 485.3, 483.42
"230618", "145434", 50.722, -126.9657, NaN, 520.93, NaN, 525.18, 515.94, 513.94
"230618", "145635", 50.7281, -126.9763, NaN, 558.91, NaN, 563.58, 557.31, 555.16
"230618", "145836", 50.7341, -126.9867, NaN, 590.31, NaN, 595.17, 584.95, 582.68
"230618", "150036", 50.7403, -126.9973, NaN, 593.97, NaN, 598.9, 589.99, 587.7
"280618", "221619", 50.7301, -126.9711, NaN, 641.42, NaN, 643.68, 635.71, 633.25
"280618", "221820", 50.7239, -126.9594, NaN, 669.81, NaN, 672.22, 664.32, 661.76
"280618", "222042", 50.7167, -126.9453, NaN, 627.31, NaN, 629.66, 621.52, 619.12
"280618", "222242", 50.7108, -126.9329, NaN, 605.9, NaN, 608.13, 598.24, 595.93
"280618", "222443", 50.7048, -126.9209, NaN, 596.25, NaN, 598.49, 591.26, 588.98
"280618", "222644", 50.6985, -126.9091, NaN, 587.68, NaN, 589.85, 579.83, 577.6
"280618", "222845", 50.6921, -126.8971, NaN, 588.44, NaN, 590.59, 582.23, 579.98
"280618", "223045", 50.6857, -126.8853, NaN, 601.76, NaN, 603.99, 597.95, 595.65
"280618", "223246", 50.6796, -126.8737, NaN, 582.39, NaN, 584.55, 577.63, 575.41
"280618", "223447", 50.6731, -126.862, NaN, 513.73, NaN, 515.6, 507.27, 505.32
"280618", "223647", 50.6665, -126.8503, NaN, 527.88, NaN, 529.81, 523.31, 521.3
"280618", "223848", 50.6599, -126.8387, NaN, 514.37, NaN, 516.33, 510.43, 508.46
"280618", "224049", 50.6535, -126.8276, NaN, 526.04, NaN, 527.93, 519.84, 517.85
"280618", "224250", 50.6471, -126.8165, NaN, 507.66, NaN, 509.56, 503.27, 501.33
"280618", "224450", 50.6408, -126.805, NaN, 499.16, NaN, 501.0, 493.11, 491.22
"280618", "224651", 50.6343, -126.7933, NaN, 496.26, NaN, 498.16, 492.1, 490.21
"280618", "224851", 50.6277, -126.7821, NaN, 497.12, NaN, 499.0, 488.61, 486.73
"280618", "225052", 50.621, -126.771, NaN, 490.63, NaN, 492.47, 483.55, 481.69
"280618", "225253", 50.6147, -126.7606, NaN, 504.26, NaN, 506.19, 497.64, 495.71
"280618", "225453", 50.6085, -126.7495, NaN, 651.07, NaN, 653.47, 642.44, 639.95
"280618", "225654", 50.6024, -126.738, NaN, 673.95, NaN, 676.52, 668.59, 666.0
"280618", "225855", 50.5961, -126.7263, NaN, 666.57, NaN, 669.17, 656.42, 653.87
"280618", "230055", 50.5892, -126.715, NaN, 755.95, NaN, 758.82, 746.76, 743.86
"280618", "230256", 50.5821, -126.704, NaN, 814.24, NaN, 817.38, 804.7, 801.58
"280618", "230518", 50.5727, -126.6928, NaN, 839.16, NaN, 842.42, 830.09, 826.87
"280618", "230719", 50.5626, -126.687, NaN, 838.32, NaN, 841.62, 829.76, 826.54
"280618", "230920", 50.5518, -126.688, NaN, 827.53, NaN, 830.56, 815.71, 812.54
"280618", "231120", 50.5419, -126.6901, NaN, 833.77, NaN, 836.7, 828.1, 824.89
"280618", "231321", 50.5343, -126.682, NaN, 824.93, NaN, 828.22, 818.23, 815.06
"280618", "231522", 50.5301, -126.668, NaN, 820.62, NaN, 823.86, 813.19, 810.04
"280618", "231722", 50.5262, -126.6538, NaN, 801.62, NaN, 804.78, 794.04, 790.97
"280618", "231923", 50.5226, -126.6402, NaN, 790.97, NaN, 794.1, 782.79, 779.77
"280618", "232124", 50.5188, -126.6264, NaN, 745.69, NaN, 748.6, 739.6, 736.76
"280618", "232325", 50.5148, -126.6123, NaN, 703.68, NaN, 706.37, 690.17, 687.5
"280618", "232525", 50.5108, -126.5983, NaN, 729.93, NaN, 732.71, 724.98, 722.18
"280618", "232726", 50.5073, -126.584, NaN, 746.65, NaN, 749.6, 742.07, 739.21
"280618", "232927", 50.5067, -126.5687, NaN, 705.22, NaN, 708.05, 697.66, 694.97
"280618", "233127", 50.506, -126.5532, NaN, 698.16, NaN, 700.92, 689.79, 687.13
"280618", "233328", 50.5051, -126.5381, NaN, 717.4, NaN, 720.16, 709.56, 706.82
"280618", "233529", 50.5041, -126.5227, NaN, 712.52, NaN, 715.16, 705.03, 702.31
"280618", "233730", 50.5031, -126.5076, NaN, 715.2, NaN, 718.07, 707.47, 704.74
"280618", "233931", 50.502, -126.4922, NaN, 716.0, NaN, 718.98, 709.91, 707.17
"280618", "234131", 50.5008, -126.4772, NaN, 717.56, NaN, 720.4, 709.65, 706.91
"20818", "225051", 50.7304, -126.9755, NaN, 537.7, NaN, 539.55, 533.22, 531.17
"20818", "225252", 50.7247, -126.9636, NaN, 467.41, NaN, 469.0, 467.9, 466.13
"20818", "225452", 50.719, -126.952, NaN, 356.37, NaN, 357.57, 353.05, 351.72
"20818", "225652", 50.713, -126.9405, NaN, 318.33, NaN, 319.42, 315.33, 314.14
"20818", "225852", 50.7069, -126.929, NaN, 323.5, NaN, 324.63, 318.95, 317.74
"20818", "230053", 50.701, -126.9173, NaN, 394.77, NaN, 396.18, 387.46, 385.99
"20818", "230253", 50.6951, -126.9057, NaN, 404.16, NaN, 405.59, 400.89, 399.37
"20818", "230454", 50.6893, -126.8941, NaN, 379.69, NaN, 381.02, 372.47, 371.04
"20818", "230655", 50.6834, -126.8825, NaN, 422.36, NaN, 423.88, 419.06, 417.46
"20818", "230855", 50.6775, -126.8709, NaN, 411.07, NaN, 412.57, 405.81, 404.27
"20818", "231055", 50.6715, -126.8595, NaN, 418.66, NaN, 420.17, 414.5, 412.93
"20818", "231317", 50.6646, -126.8465, NaN, 417.97, NaN, 419.46, 412.55, 410.98
"20818", "231517", 50.6585, -126.8355, NaN, 450.88, NaN, 452.48, 446.59, 444.89
"20818", "231718", 50.6523, -126.8242, NaN, 450.86, NaN, 452.47, 444.46, 442.77
"20818", "231919", 50.6461, -126.8129, NaN, 465.6, NaN, 467.28, 461.24, 459.49
"20818", "232119", 50.6397, -126.8017, NaN, 437.47, NaN, 438.99, 427.91, 426.28
"20818", "232319", 50.6322, -126.7961, NaN, 484.33, NaN, 486.06, 484.38, 482.54
"20818", "232520", 50.623, -126.7992, NaN, 410.35, NaN, 411.81, 405.34, 403.8
"20818", "232721", 50.6138, -126.8033, NaN, 375.69, NaN, 377.0, 368.63, 367.23
"20818", "232921", 50.6052, -126.8087, NaN, 443.13, NaN, 444.68, 432.89, 431.22
"20818", "233122", 50.5962, -126.8131, NaN, 665.42, NaN, 667.74, 650.9, 648.38
"20818", "233322", 50.5868, -126.8132, NaN, 799.78, NaN, 802.85, 791.22, 788.16
"20818", "233524", 50.578, -126.8075, NaN, 817.84, NaN, 820.71, 806.39, 803.27
"20818", "233724", 50.5694, -126.8018, NaN, 820.64, NaN, 823.52, 812.07, 808.94
"20818", "233924", 50.5621, -126.7933, NaN, 793.78, NaN, 796.58, 784.85, 781.82
"20818", "234126", 50.5561, -126.7838, NaN, 773.29, NaN, 776.01, 766.9, 763.96
"20818", "234326", 50.553, -126.771, NaN, 701.25, NaN, 703.77, 691.98, 689.33
"20818", "234526", 50.55, -126.758, NaN, 680.44, NaN, 682.88, 671.3, 668.73
"20818", "234727", 50.5469, -126.7454, NaN, 665.83, NaN, 668.2, 658.67, 656.15
"20818", "234928", 50.5438, -126.7331, NaN, 635.46, NaN, 637.75, 627.93, 625.52
"20818", "235128", 50.5408, -126.721, NaN, 615.02, NaN, 617.21, 606.83, 604.51
"20818", "235328", 50.5377, -126.7086, NaN, 607.26, NaN, 609.32, 598.32, 596.03
"20818", "235529", 50.5345, -126.6961, NaN, 641.01, NaN, 643.28, 631.62, 629.2
"20818", "235750", 50.5306, -126.6818, NaN, 670.08, NaN, 672.42, 664.37, 661.83
"20818", "235950", 50.5273, -126.6699, NaN, 615.9, NaN, 617.96, 606.77, 604.46
"30818", "151", 50.5241, -126.658, NaN, 581.71, NaN, 583.71, 571.98, 569.79
"30818", "353", 50.521, -126.6457, NaN, 604.46, NaN, 606.54, 597.4, 595.11
"30818", "552", 50.5188, -126.6331, NaN, 613.32, NaN, 615.5, 606.23, 603.91
"30818", "753", 50.5166, -126.6201, NaN, 600.67, NaN, 602.73, 592.77, 590.5
"30818", "953", 50.5144, -126.6072, NaN, 595.52, NaN, 597.66, 587.12, 584.88
"30818", "1153", 50.5123, -126.5943, NaN, 608.73, NaN, 610.86, 602.68, 600.39
"30818", "1354", 50.5112, -126.5816, NaN, 599.85, NaN, 601.97, 593.79, 591.53
"30818", "1556", 50.5106, -126.5697, NaN, 562.02, NaN, 564.01, 554.48, 552.37
"30818", "1755", 50.5099, -126.5572, NaN, 564.75, NaN, 566.75, 556.42, 554.3
"30818", "1955", 50.5091, -126.544, NaN, 590.15, NaN, 592.26, 582.05, 579.83
"30818", "2156", 50.5083, -126.5304, NaN, 620.88, NaN, 623.05, 613.35, 611.01
"30818", "2356", 50.5075, -126.5166, NaN, 596.89, NaN, 598.99, 590.95, 588.7
"30818", "2556", 50.5067, -126.5028, NaN, 575.73, NaN, 577.7, 567.89, 565.72
"30818", "2757", 50.506, -126.4892, NaN, 576.93, NaN, 578.95, 569.44, 567.27
"30818", "2959", 50.5052, -126.4754, NaN, 549.49, NaN, 551.4, 542.45, 540.39
"30818", "3158", 50.5045, -126.462, NaN, 528.95, NaN, 530.76, 522.63, 520.64
"30818", "3359", 50.5037, -126.4484, NaN, 537.57, NaN, 539.41, 529.58, 527.56
"30818", "3559", 50.5034, -126.4348, NaN, 551.02, NaN, 552.91, 542.35, 540.28
"30818", "3759", 50.5032, -126.4214, NaN, 600.07, NaN, 602.15, 592.53, 590.27
"30818", "3959", 50.5031, -126.4079, NaN, 630.64, NaN, 632.78, 622.51, 620.13
"40818", "141439", 50.5004, -126.4494, NaN, 676.44, NaN, 679.08, 670.91, 668.35
"40818", "141639", 50.5011, -126.4639, NaN, 677.04, NaN, 679.61, 666.29, 663.74
"40818", "141831", 50.5016, -126.4774, 448.29, NaN, 450.01, NaN, NaN, NaN
"40818", "141952", 50.502, -126.4872, NaN, NaN, NaN, NaN, NaN, NaN
"40818", "142135", 50.5026, -126.4994, NaN, NaN, NaN, NaN, NaN, NaN
"40818", "142758", 50.5047, -126.5461, NaN, 713.01, NaN, 715.69, 703.88, 701.18
